   1.0000000000000000                0  0.50000000000000000     
   1.0000000000000000                1   2.0000000000000000     
   1.0000000000000000                2   1.5707963267948966     
   1.0000000000000000                3   4.1887902047863914     
   1.0000000000000000                4   4.9348022005446790     
   1.0000000000000000                5   5.2637890139143249     
   1.0000000000000000                6   5.1677127800499694     
   1.0000000000000000                7   4.7247659703314007     
   1.0000000000000000                8   4.0587121264167676     
   1.0000000000000000                9   3.2985089027387064     
   1.0000000000000000               10   2.5501640398773451     
   1.0000000000000000               11   1.8841038793898999     
   1.0000000000000000               12   1.3352627688545893     
   1.0000000000000000               13  0.91062875478328298     
   1.0000000000000000               14  0.59926452932079188     
   1.0000000000000000               15  0.38144328082330442     
   1.0000000000000000               16  0.23533063035889312     
   1.0000000000000000               17  0.14098110691713900     
   1.0000000000000000               18   8.2145886611128191E-002
   1.0000000000000000               19   4.6621601030088534E-002
   1.0000000000000000               20   2.5806891390014051E-002
   1.0000000000000000               21   1.3949150409020993E-002
   1.0000000000000000               22   7.3704309457143478E-003
   1.0000000000000000               23   3.8106563868521232E-003
   1.0000000000000000               24   1.9295743094039221E-003
   1.0000000000000000               25   9.5772240882317241E-004
