  0.90000000000000002                0  0.50000000000000000     
  0.90000000000000002                1   1.8000000000000000     
  0.90000000000000002                2   1.2723450247038663     
  0.90000000000000002                3   3.0536280592892795     
  0.90000000000000002                4   3.2377237237773646     
  0.90000000000000002                5   3.1082147748262705     
  0.90000000000000002                6   2.7463344475425369     
  0.90000000000000002                7   2.2598409168350018     
  0.90000000000000002                8   1.7471424852517936     
  0.90000000000000002                9   1.2779099320698837     
  0.90000000000000002               10  0.88918721942354728     
  0.90000000000000002               11  0.59125176148682623     
  0.90000000000000002               12  0.37711764488793853     
  0.90000000000000002               13  0.23146961140774175     
  0.90000000000000002               14  0.13709250262891656     
  0.90000000000000002               15   7.8535788918607310E-002
  0.90000000000000002               16   4.3607240911025920E-002
  0.90000000000000002               17   2.3511675362772481E-002
  0.90000000000000002               18   1.2329656892045940E-002
  0.90000000000000002               19   6.2978869832160103E-003
  0.90000000000000002               20   3.1375155205800778E-003
  0.90000000000000002               21   1.5263019369985008E-003
  0.90000000000000002               22   7.2581859318931335E-004
  0.90000000000000002               23   3.3773611751928992E-004
  0.90000000000000002               24   1.5391527931366372E-004
  0.90000000000000002               25   6.8754699006155000E-005
